W1_ideo5,text,created_at,status_id,annotation_html,annotation_instruction,annotation_response,annotation_flagged
1,"RT @Alyssa_Milano: I mean...The President of The United States told the Proud Boys--a white supremacist group--to ""stand by"". #BidenCalm #T…",2020-09-30T08:48:35Z,1311226422762049500,"<div style='padding: 10px; margin: 10px;'><p>RT @Alyssa_Milano: I mean...The President of The United States told the Proud Boys--a white supremacist group--to ""stand by"". #BidenCalm #T…</p><p style='font-size: 10px;'>2020-09-30 08:48:35</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,"RT @Sifill_LDF: And this is why the premature calls for ""healing"" before there has been an accounting of the damage done and the responsibi…",2020-11-08T19:32:03Z,1325521482227753e3,"<div style='padding: 10px; margin: 10px;'><p>RT @Sifill_LDF: And this is why the premature calls for ""healing"" before there has been an accounting of the damage done and the responsibi…</p><p style='font-size: 10px;'>2020-11-08 19:32:03</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,"RT @mehdirhasan: ""He has so much to apologize for, not just racist stop &amp; frisk but his comments about women... There's already a right-win…",2020-02-15T11:11:59Z,1228638076777443300,"<div style='padding: 10px; margin: 10px;'><p>RT @mehdirhasan: ""He has so much to apologize for, not just racist stop &amp; frisk but his comments about women... There's already a right-win…</p><p style='font-size: 10px;'>2020-02-15 11:11:59</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,"Pulitzer Prize-winner @BrentNYT on what we don't know about the 1921 Tulsa Race Massacre, when white vigilantes murdered at will while looting and burning an affluent black community. https://t.co/sFFw8hX9kw",2020-06-19T19:36:38Z,1274063560419803100,"<div style='padding: 10px; margin: 10px;'><p>Pulitzer Prize-winner @BrentNYT on what we don't know about the 1921 Tulsa Race Massacre, when white vigilantes murdered at will while looting and burning an affluent black community. https://t.co/sFFw8hX9kw</p><p style='font-size: 10px;'>2020-06-19 19:36:38</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,Hey @bennyjohnson I think you accidentally deleted your tweet with the armed Boogaloo boys but don't worry I saved it for you https://t.co/Fz8fTViQBj https://t.co/4MzgY4uu4E,2020-06-16T22:18:00Z,1273017008045592600,<div style='padding: 10px; margin: 10px;'><p>Hey @bennyjohnson I think you accidentally deleted your tweet with the armed Boogaloo boys but don't worry I saved it for you https://t.co/Fz8fTViQBj https://t.co/4MzgY4uu4E</p><p style='font-size: 10px;'>2020-06-16 22:18:00</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,"RT @johnpavlovitz: I wish Trump supporters were as afraid of this pandemic as they are of black men, Muslims, immigrants, LGBTQ people, Spe…",2020-06-16T02:31:07Z,1272718319036985300,"<div style='padding: 10px; margin: 10px;'><p>RT @johnpavlovitz: I wish Trump supporters were as afraid of this pandemic as they are of black men, Muslims, immigrants, LGBTQ people, Spe…</p><p style='font-size: 10px;'>2020-06-16 02:31:07</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,RT @lilyxilene: idc what y’all say about him bc he will always be  #mypresident https://t.co/cFLcpTTaQe,2020-06-03T22:50:35Z,126831416333756e4,<div style='padding: 10px; margin: 10px;'><p>RT @lilyxilene: idc what y’all say about him bc he will always be  #mypresident https://t.co/cFLcpTTaQe</p><p style='font-size: 10px;'>2020-06-03 22:50:35</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,RT @TomthunkitsMind: BC OF TRUMP’S MISOGYNISTIC CONTEMPT FOR WOMEN FRAGILE EGO INSECURITY &amp; HATRED OF BEING CHALLENGED WHEN A WOMAN ASKS A…,2020-05-10T13:43:03Z,1259479062227169300,<div style='padding: 10px; margin: 10px;'><p>RT @TomthunkitsMind: BC OF TRUMP’S MISOGYNISTIC CONTEMPT FOR WOMEN FRAGILE EGO INSECURITY &amp; HATRED OF BEING CHALLENGED WHEN A WOMAN ASKS A…</p><p style='font-size: 10px;'>2020-05-10 13:43:03</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,"Must Read. Beautiful and Painful.
The Forgotten Story of How 13 Black Men Broke the Navy’s Toughest Color Barrier https://t.co/6uzSlyNQmS",2020-05-26T17:12:56Z,126533008781525e4,"<div style='padding: 10px; margin: 10px;'><p>Must Read. Beautiful and Painful.
The Forgotten Story of How 13 Black Men Broke the Navy’s Toughest Color Barrier https://t.co/6uzSlyNQmS</p><p style='font-size: 10px;'>2020-05-26 17:12:56</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,"RT @battletested5: Just two weeks ago, trump threaten to shoot Black people

Today on #JuneteenthDay he is again threatening Black people…",2020-06-19T16:07:47Z,1274011002334408700,"<div style='padding: 10px; margin: 10px;'><p>RT @battletested5: Just two weeks ago, trump threaten to shoot Black people

Today on #JuneteenthDay he is again threatening Black people…</p><p style='font-size: 10px;'>2020-06-19 16:07:47</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,"He got an awful lot of black, Hispanic, Cuban, Asian and immigrant votes! WTF? Really WTF? Self hatred is horrible  https://t.co/CHRfOKNR7Q",2020-11-20T02:47:17Z,1329617280020385800,"<div style='padding: 10px; margin: 10px;'><p>He got an awful lot of black, Hispanic, Cuban, Asian and immigrant votes! WTF? Really WTF? Self hatred is horrible  https://t.co/CHRfOKNR7Q</p><p style='font-size: 10px;'>2020-11-20 02:47:17</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,"RT @Mikel_Jollett: The Republican Party:

Rich white people robbing poor white people while blaming Black and brown people.",2020-08-20T16:57:19Z,1296491516916052e3,"<div style='padding: 10px; margin: 10px;'><p>RT @Mikel_Jollett: The Republican Party:

Rich white people robbing poor white people while blaming Black and brown people.</p><p style='font-size: 10px;'>2020-08-20 16:57:19</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,"@GonzoScientist1 @JuniperLSimonis IDK anything about the fisheries society, but you mean the cover with just a bunch of white people? https://t.co/Vs0is6vxqa",2020-09-02T00:48:06Z,1300958644532654e3,"<div style='padding: 10px; margin: 10px;'><p>@GonzoScientist1 @JuniperLSimonis IDK anything about the fisheries society, but you mean the cover with just a bunch of white people? https://t.co/Vs0is6vxqa</p><p style='font-size: 10px;'>2020-09-02 00:48:06</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,"RT @middleageriot: Donald Trump obviously thinks the best way to keep people from voting against him is to kill them.

#TrumpGenocide",2020-03-28T20:35:09Z,1244000095403749400,"<div style='padding: 10px; margin: 10px;'><p>RT @middleageriot: Donald Trump obviously thinks the best way to keep people from voting against him is to kill them.

#TrumpGenocide</p><p style='font-size: 10px;'>2020-03-28 20:35:09</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,RT @taradublinrocks: We must get justice for #AhmaudAubrey &amp; his family. Black men are being murdered for simply Existing While Black. Step…,2020-05-07T22:56:11Z,1258531099149430800,<div style='padding: 10px; margin: 10px;'><p>RT @taradublinrocks: We must get justice for #AhmaudAubrey &amp; his family. Black men are being murdered for simply Existing While Black. Step…</p><p style='font-size: 10px;'>2020-05-07 22:56:11</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,Everyone but angry white guys and frothing at the mouth racists are behind Biden/Harris https://t.co/Y8wkSQgLeo,2020-10-14T05:22:02Z,1316247875735687200,<div style='padding: 10px; margin: 10px;'><p>Everyone but angry white guys and frothing at the mouth racists are behind Biden/Harris https://t.co/Y8wkSQgLeo</p><p style='font-size: 10px;'>2020-10-14 05:22:02</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,RT @jackdwagner: just be clear... these are the houses people keep talking about lol https://t.co/0giPNs5QaY https://t.co/SDVFVFPNEi,2020-02-20T06:03:54Z,1230372486308561e3,<div style='padding: 10px; margin: 10px;'><p>RT @jackdwagner: just be clear... these are the houses people keep talking about lol https://t.co/0giPNs5QaY https://t.co/SDVFVFPNEi</p><p style='font-size: 10px;'>2020-02-20 06:03:54</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,RT @DoctorZPhD: @UROCKlive1 I find that comments like these are divisive and stereotyping a huge group of people by a few individuals as we…,2020-01-14T08:48:37Z,1217005585473966e3,<div style='padding: 10px; margin: 10px;'><p>RT @DoctorZPhD: @UROCKlive1 I find that comments like these are divisive and stereotyping a huge group of people by a few individuals as we…</p><p style='font-size: 10px;'>2020-01-14 08:48:37</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,RT @realcoachcane: I've never feared I'd be killed while running for nothing other than my skin color. I've never feared that if I were kil…,2020-05-07T23:36:29Z,1258541243400720400,<div style='padding: 10px; margin: 10px;'><p>RT @realcoachcane: I've never feared I'd be killed while running for nothing other than my skin color. I've never feared that if I were kil…</p><p style='font-size: 10px;'>2020-05-07 23:36:29</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,"RT @Lady_Star_Gem: This is beyond the pale, desecration &amp; sacrilegious

Tempering with the spirits of indigenous peoples ancestors won't en…",2020-02-10T23:30:56Z,1227012099928285200,"<div style='padding: 10px; margin: 10px;'><p>RT @Lady_Star_Gem: This is beyond the pale, desecration &amp; sacrilegious

Tempering with the spirits of indigenous peoples ancestors won't en…</p><p style='font-size: 10px;'>2020-02-10 23:30:56</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,"RT @KenTremendous: The car and boat caravans for Trump are perfect encapsulations of his tenure. No ideas, no causes, no ethos. Nothing beh…",2020-11-02T05:53:51Z,1323141250837483500,"<div style='padding: 10px; margin: 10px;'><p>RT @KenTremendous: The car and boat caravans for Trump are perfect encapsulations of his tenure. No ideas, no causes, no ethos. Nothing beh…</p><p style='font-size: 10px;'>2020-11-02 05:53:51</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,"RT @acnewsitics: Almost 100K people dead and we are focusing on what Joe Biden said about black people.

1: Black people are not going to v…",2020-05-22T23:12:27Z,1263971013953372200,"<div style='padding: 10px; margin: 10px;'><p>RT @acnewsitics: Almost 100K people dead and we are focusing on what Joe Biden said about black people.

1: Black people are not going to v…</p><p style='font-size: 10px;'>2020-05-22 23:12:27</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,RT @SafetyPinDaily: Black man freed after 44 years in prison for wrongful conviction of raping white woman || By: Dennis Romero https://t.c…,2020-08-29T08:32:05Z,1299625860878815200,<div style='padding: 10px; margin: 10px;'><p>RT @SafetyPinDaily: Black man freed after 44 years in prison for wrongful conviction of raping white woman || By: Dennis Romero https://t.c…</p><p style='font-size: 10px;'>2020-08-29 08:32:05</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,"Tune-in to hear @MichaelEHayden talk about the dirt on the Alt-Right, white nationalists, and global players in various fascist groups and ""Roger Stone's man,"" Jack Posobiec. https://t.co/Y5lp7ugkqU",2020-07-31T03:37:11Z,1289042397666648e3,"<div style='padding: 10px; margin: 10px;'><p>Tune-in to hear @MichaelEHayden talk about the dirt on the Alt-Right, white nationalists, and global players in various fascist groups and ""Roger Stone's man,"" Jack Posobiec. https://t.co/Y5lp7ugkqU</p><p style='font-size: 10px;'>2020-07-31 03:37:11</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,"RT @UNODC_ROMENA: Children continue learning about gender equality through art, sports, &amp; the Majd diary with @SharekF through #HAYAJointPr…",2020-10-28T11:03:23Z,132140720801024e4,"<div style='padding: 10px; margin: 10px;'><p>RT @UNODC_ROMENA: Children continue learning about gender equality through art, sports, &amp; the Majd diary with @SharekF through #HAYAJointPr…</p><p style='font-size: 10px;'>2020-10-28 11:03:23</p></div>",Does this tweet support or oppose Black Lives Matter?,-1,0
1,RT @_theghettomonk: Yall mad Trump won't condemn white supremacists but we just spent the last 6 years exposing cops as white supremacists…,2020-09-30T20:01:28Z,1311395761825906700,<div style='padding: 10px; margin: 10px;'><p>RT @_theghettomonk: Yall mad Trump won't condemn white supremacists but we just spent the last 6 years exposing cops as white supremacists…</p><p style='font-size: 10px;'>2020-09-30 20:01:28</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,@russelln10 @thedailybeast What part of classified do people not understand?,2020-02-22T13:47:10Z,1231213845357715500,<div style='padding: 10px; margin: 10px;'><p>@russelln10 @thedailybeast What part of classified do people not understand?</p><p style='font-size: 10px;'>2020-02-22 13:47:10</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
1,White people are good at mental gymnastics MT Trump’s Fights Are Their Fights. They Have His Back Unapologetically. https://t.co/bR0M5vDU4n,2020-08-25T16:39:25Z,1298298950768898e3,<div style='padding: 10px; margin: 10px;'><p>White people are good at mental gymnastics MT Trump’s Fights Are Their Fights. They Have His Back Unapologetically. https://t.co/bR0M5vDU4n</p><p style='font-size: 10px;'>2020-08-25 16:39:25</p></div>,Does this tweet support or oppose Black Lives Matter?,-1,0
